date,soil_moisture
2023-07-31,0.37695833333333334
2023-08-01,0.41729166666666667
2023-08-02,0.4215416666666667
2023-08-03,0.40054166666666663
2023-08-04,0.389
2023-08-05,0.39054166666666673
2023-08-06,0.4054166666666667
2023-08-07,0.3998333333333333
2023-08-08,0.37325
2023-08-09,0.383375
2023-08-10,0.37600000000000006
2023-08-11,0.3449583333333333
2023-08-12,0.354125
2023-08-13,0.3745416666666667
2023-08-14,0.36120833333333335
2023-08-15,0.3453333333333333
2023-08-16,0.33595833333333336
2023-08-17,0.315
2023-08-18,0.305125
2023-08-19,0.29041666666666666
2023-08-20,0.2774166666666667
2023-08-21,0.2627916666666667
2023-08-22,0.24945833333333334
2023-08-23,0.23466666666666666
2023-08-24,0.22866666666666668
2023-08-25,0.2773333333333333
2023-08-26,0.33425
2023-08-27,0.3561666666666667
2023-08-28,0.35920833333333335
2023-08-29,0.39162500000000006
2023-08-30,0.36966666666666664
2023-08-31,0.3690833333333334
2023-09-01,0.3955416666666667
2023-09-02,0.36674999999999996
2023-09-03,0.3461666666666667
2023-09-04,0.3319166666666667
2023-09-05,0.31320833333333337
2023-09-06,0.29824999999999996
2023-09-07,0.2840833333333333
2023-09-08,0.270625
2023-09-09,0.2604166666666667
2023-09-10,0.2519166666666667
2023-09-11,0.24487499999999998
2023-09-12,0.23925
2023-09-13,0.23750000000000002
2023-09-14,0.25975
2023-09-15,0.256375
2023-09-16,0.24825
2023-09-17,0.24129166666666665
2023-09-18,0.26125
2023-09-19,0.290875
2023-09-20,0.28029166666666666
2023-09-21,0.28195833333333337
2023-09-22,0.3385833333333333
2023-09-23,0.31633333333333336
2023-09-24,0.30104166666666665
2023-09-25,0.2913333333333333
2023-09-26,0.2784583333333333
2023-09-27,0.2664166666666667
2023-09-28,0.25725000000000003
2023-09-29,0.25175
2023-09-30,0.25845833333333335
2023-10-01,0.25904166666666667
2023-10-02,0.25225000000000003
2023-10-03,0.27470833333333333
2023-10-04,0.27645833333333336
2023-10-05,0.2640416666666667
2023-10-06,0.25725000000000003
2023-10-07,0.252875
2023-10-08,0.248125
2023-10-09,0.24650000000000002
2023-10-10,0.2479583333333333
2023-10-11,0.24404166666666668
2023-10-12,0.244375
2023-10-13,0.24133333333333332
2023-10-14,0.3425
2023-10-15,0.3525416666666667
2023-10-16,0.33408333333333334
2023-10-17,0.32116666666666666
2023-10-18,0.32958333333333334
2023-10-19,0.40162499999999995
2023-10-20,0.3933333333333333
2023-10-21,0.367875
2023-10-22,0.3558333333333333
2023-10-23,0.35237499999999994
2023-10-24,0.3850833333333333
2023-10-25,0.3974583333333333
2023-10-26,0.414625
2023-10-27,0.4185833333333333
2023-10-28,0.4059166666666667
2023-10-29,0.3975416666666667
2023-10-30,0.4154166666666667
2023-10-31,0.42287499999999995
2023-11-01,0.40408333333333335
2023-11-02,0.39775
2023-11-03,0.3979166666666667
2023-11-04,0.39433333333333337
2023-11-05,0.4130416666666667
2023-11-06,0.408625
2023-11-07,0.3960000000000001
2023-11-08,0.38999999999999996
2023-11-09,0.384875
2023-11-10,0.4002916666666667
2023-11-11,0.4167083333333333
2023-11-12,0.4097916666666667
2023-11-13,0.4340833333333333
2023-11-14,0.4194166666666666
2023-11-15,0.42425
2023-11-16,0.42616666666666664
2023-11-17,0.4262083333333333
2023-11-18,0.4043333333333334
2023-11-19,0.4242916666666667
2023-11-20,0.4131666666666667
2023-11-21,0.4197916666666666
2023-11-22,0.4025
2023-11-23,0.39087500000000003
2023-11-24,0.4151666666666667
2023-11-25,0.4071666666666667
2023-11-26,0.4083333333333334
2023-11-27,0.40808333333333335
2023-11-28,0.423
2023-11-29,0.4000416666666667
2023-11-30,0.392125
2023-12-01,0.40208333333333335
2023-12-02,0.39162500000000006
2023-12-03,0.38283333333333336
2023-12-04,0.37766666666666665
2023-12-05,0.38895833333333335
2023-12-06,0.42287499999999995
2023-12-07,0.400625
2023-12-08,0.41091666666666665
2023-12-09,0.4127083333333333
2023-12-10,0.421
2023-12-11,0.41654166666666664
2023-12-12,0.413375
2023-12-13,0.4277916666666666
2023-12-14,0.41629166666666667
2023-12-15,0.40125000000000005
2023-12-16,0.38925000000000004
2023-12-17,0.3802916666666667
2023-12-18,0.374875
2023-12-19,0.3705416666666667
2023-12-20,0.40087500000000004
2023-12-21,0.4037916666666667
2023-12-22,0.43249999999999994
2023-12-23,0.423125
2023-12-24,0.42241666666666666
2023-12-25,0.398625
2023-12-26,0.38075
2023-12-27,0.3755833333333333
2023-12-28,0.3798333333333333
2023-12-29,0.37304166666666666
2023-12-30,0.37245833333333334
2023-12-31,0.3755833333333333
2024-01-01,0.39387500000000003
2024-01-02,0.411375
2024-01-03,0.4230833333333333
2024-01-04,0.4170833333333333
2024-01-05,0.39445833333333336
2024-01-06,0.39037499999999997
2024-01-07,0.3895
2024-01-08,0.3797916666666667
2024-01-09,0.3746666666666667
2024-01-10,0.37129166666666663
2024-01-11,0.3685833333333333
2024-01-12,0.366125
2024-01-13,0.3640833333333333
2024-01-14,0.3622083333333333
2024-01-15,0.3605416666666667
2024-01-16,0.35874999999999996
2024-01-17,0.39487500000000003
2024-01-18,0.42016666666666663
2024-01-19,0.400375
2024-01-20,0.391
2024-01-21,0.3854583333333333
2024-01-22,0.39716666666666667
2024-01-23,0.4205833333333333
2024-01-24,0.41333333333333333
2024-01-25,0.40429166666666666
2024-01-26,0.4041666666666666
2024-01-27,0.39895833333333336
2024-01-28,0.3857916666666667
2024-01-29,0.38116666666666665
2024-01-30,0.377875
2024-01-31,0.37470833333333337
2024-02-01,0.4045
2024-02-02,0.39820833333333333
2024-02-03,0.38695833333333335
2024-02-04,0.3902916666666667
2024-02-05,0.38408333333333333
2024-02-06,0.380875
2024-02-07,0.39483333333333337
2024-02-08,0.42333333333333334
2024-02-09,0.4200833333333333
2024-02-10,0.409875
2024-02-11,0.4220833333333333
2024-02-12,0.40641666666666665
2024-02-13,0.39595833333333336
2024-02-14,0.3865
2024-02-15,0.38116666666666665
2024-02-16,0.3827083333333334
2024-02-17,0.3994583333333333
2024-02-18,0.3853333333333333
2024-02-19,0.42170833333333335
2024-02-20,0.4142083333333333
2024-02-21,0.39483333333333337
2024-02-22,0.4227083333333333
2024-02-23,0.4137916666666667
2024-02-24,0.3965
2024-02-25,0.3910416666666667
2024-02-26,0.38437499999999997
2024-02-27,0.38204166666666667
2024-02-28,0.373875
2024-02-29,0.36320833333333336
2024-03-01,0.37233333333333335
2024-03-02,0.3705416666666667
2024-03-03,0.36199999999999993
2024-03-04,0.3555833333333333
2024-03-05,0.36683333333333334
2024-03-06,0.4007083333333333
2024-03-07,0.3985
2024-03-08,0.389
2024-03-09,0.379
2024-03-10,0.37875
2024-03-11,0.401875
2024-03-12,0.398125
2024-03-13,0.4184583333333333
2024-03-14,0.3967083333333334
2024-03-15,0.39562500000000006
2024-03-16,0.41391666666666665
2024-03-17,0.39975000000000005
2024-03-18,0.4017916666666667
2024-03-19,0.3946666666666667
2024-03-20,0.37995833333333334
2024-03-21,0.377
2024-03-22,0.36874999999999997
2024-03-23,0.4107083333333333
2024-03-24,0.4154583333333333
2024-03-25,0.40429166666666666
2024-03-26,0.38758333333333334
2024-03-27,0.3879166666666667
2024-03-28,0.39525000000000005
2024-03-29,0.39608333333333334
2024-03-30,0.39116666666666666
2024-03-31,0.39254166666666673
2024-04-01,0.4033333333333333
2024-04-02,0.39645833333333336
2024-04-03,0.401125
2024-04-04,0.4194583333333333
2024-04-05,0.4077916666666667
2024-04-06,0.38858333333333334
2024-04-07,0.37733333333333335
2024-04-08,0.36695833333333333
2024-04-09,0.363875
2024-04-10,0.36508333333333337
2024-04-11,0.3605833333333333
2024-04-12,0.34775
2024-04-13,0.3411666666666667
2024-04-14,0.3293333333333333
2024-04-15,0.341375
2024-04-16,0.39258333333333334
2024-04-17,0.40445833333333336
2024-04-18,0.3881666666666667
2024-04-19,0.405125
2024-04-20,0.41312499999999996
2024-04-21,0.415875
2024-04-22,0.40320833333333334
2024-04-23,0.3838333333333333
2024-04-24,0.3778333333333333
2024-04-25,0.39291666666666664
2024-04-26,0.38575000000000004
2024-04-27,0.38195833333333334
2024-04-28,0.35333333333333333
2024-04-29,0.33808333333333335
2024-04-30,0.31854166666666667
2024-05-01,0.318125
2024-05-02,0.31616666666666665
2024-05-03,0.38895833333333335
2024-05-04,0.3764166666666667
2024-05-05,0.3967083333333334
2024-05-06,0.411375
2024-05-07,0.3995416666666667
2024-05-08,0.3874166666666667
2024-05-09,0.376125
2024-05-10,0.35462499999999997
2024-05-11,0.33425
2024-05-12,0.3157083333333333
2024-05-13,0.32325
2024-05-14,0.30804166666666666
2024-05-15,0.3155
2024-05-16,0.3480833333333333
2024-05-17,0.43225
2024-05-18,0.4203333333333333
2024-05-19,0.40175000000000005
2024-05-20,0.38375000000000004
2024-05-21,0.4043333333333334
2024-05-22,0.401875
2024-05-23,0.3904166666666667
2024-05-24,0.41566666666666663
2024-05-25,0.393
2024-05-26,0.37845833333333334
2024-05-27,0.3919166666666667
2024-05-28,0.391125
2024-05-29,0.387
2024-05-30,0.4135416666666667
2024-05-31,0.4225833333333333
2024-06-01,0.4320833333333333
2024-06-02,0.42825
2024-06-03,0.41183333333333333
2024-06-04,0.39479166666666665
2024-06-05,0.38095833333333334
2024-06-06,0.38058333333333333
2024-06-07,0.356875
2024-06-08,0.3476666666666666
2024-06-09,0.35154166666666664
2024-06-10,0.330125
2024-06-11,0.3105
2024-06-12,0.30524999999999997
2024-06-13,0.2920833333333333
2024-06-14,0.29820833333333335
2024-06-15,0.3765
2024-06-16,0.35520833333333335
2024-06-17,0.357375
2024-06-18,0.343375
2024-06-19,0.3785416666666667
2024-06-20,0.3518333333333333
2024-06-21,0.35470833333333335
2024-06-22,0.37775
2024-06-23,0.37162500000000004
2024-06-24,0.348875
2024-06-25,0.32379166666666664
2024-06-26,0.3203333333333333
2024-06-27,0.386875
2024-06-28,0.38608333333333333
2024-06-29,0.3645416666666667
2024-06-30,0.383375
2024-07-01,0.4010833333333334
2024-07-02,0.3855
2024-07-03,0.41762499999999997
2024-07-04,0.4157916666666666
2024-07-05,0.39433333333333337
2024-07-06,0.39795833333333336
2024-07-07,0.40058333333333335
2024-07-08,0.37833333333333335
2024-07-09,0.351
2024-07-10,0.36604166666666665
2024-07-11,0.38958333333333334
2024-07-12,0.39266666666666666
2024-07-13,0.384625
2024-07-14,0.3617083333333333
2024-07-15,0.34470833333333334
2024-07-16,0.360125
2024-07-17,0.338625
2024-07-18,0.31845833333333334
2024-07-19,0.299375
2024-07-20,0.36000000000000004
2024-07-21,0.34029166666666666
2024-07-22,0.35262499999999997
2024-07-23,0.35045833333333337
2024-07-24,0.33445833333333336
2024-07-25,0.311125
2024-07-26,0.28920833333333335
2024-07-27,0.29304166666666664
2024-07-28,0.318125
2024-07-29,0.28991666666666666
2024-07-30,0.26675
2024-07-31,0.24875
